,Acetivibrio,Acetoanaerobium,Acidaminococcus,Aciduliprofundum,Actinomyces,Acyrthosiphon,Adlercreutzia,Aerococcus,Aeromonas,Afipia,Agrobacterium,Akkermansia,Alicyclobacillus,Alistipes,Alloprevotella,Amycolatopsis,Anaerobium,Anaeroglobus,Anaerosporomusa,Anaerostipes,Anaerotruncus,Ascaris,Asticcacaulis,Atopobium,Azospirillum,Bacillus,Bacteroides,Barnesiella,Bifidobacterium,Bilophila,Blastopirellula,Blautia,Brachyspira,Brenneria,Burkholderia,Butyricicoccus,Butyrivibrio,Camponotus,Campylobacter,Candidatus Izimaplasma,Candidatus Solibacter,Candidatus Stoquefichus,Capnocytophaga,Catenibacterium,Catonella,Cecembia,Cellulosilyticum,Chlamydia,Chryseobacterium,Cloacibacillus,Clostridium,Collinsella,Coprobacillus,Coprobacter,Coprococcus,Corallococcus,Corynebacterium,Cryptobacterium,Dehalobacter,Desulfitobacterium,Desulfococcus,Desulfovibrio,Dialister,Dietzia,Dokdonia,Dorea,Dyadobacter,Dysgonomonas,Eggerthella,Enterobacter,Enterococcus,Enterorhabdus,Erysipelatoclostridium,Escherichia,Eubacterium,Faecalibacterium,Flavobacterium,Flavonifractor,Fusicatenibacter,Fusobacterium,Gemella,Geobacter,Gordonibacter,Granulicatella,Granulicella,Halomonas,Halopiger,Herbinix,Holdemanella,Holdemania,Hungatella,Hymenobacter,Intestinibacter,Johnsonella,Klebsiella,Kocuria,Lachnoanaerobaculum,Lachnoclostridium,Lachnospira,Lactobacillus,Lactococcus,Legionella,Leptolyngbya,Macellibacteroides,Magnetospira,Mannheimia,Marvinbryantia,Megamonas,Megasphaera,Methanobrevibacter,Methanomassiliicoccus,Mitsuokella,Moorella,Mycobacterium,Mycoplasma,Naegleria,Neisseria,Niabella,Nitrosopumilus,Nitrospira,Odoribacter,Olsenella,Oreochromis,Oribacterium,Ornithobacterium,Oryza,Oscillibacter,Ostreococcus,Oxobacter,Paenibacillus,Paludibacter,Parabacteroides,Paraprevotella,Parvimonas,Pediococcus,Pedobacter,Peptoanaerobacter,Peptoclostridium,Peptoniphilus,Peptostreptococcus,Phascolarctobacterium,Planktothrix,Pleurocapsa,Polaromonas,Porphyromonas,Prevotella,Proteiniphilum,Providencia,Pseudarthrobacter,Pseudobacteroides,Pseudoflavonifractor,Pseudoramibacter,Pyramidobacter,Raoultella,Rhizoctonia,Rhodobacter,Robinsoniella,Roseburia,Roseiflexus,Roseovarius,Ruminiclostridium,Ruminococcus,Ruthenibacterium,Sanguibacteroides,Sediminicola,Shuttleworthia,Sinorhizobium,Slackia,Solobacterium,Sporolactobacillus,Staphylococcus,Stegodyphus,Stenotrophomonas,Stomatobaculum,Streptococcus,Streptomyces,Subdoligranulum,Succinatimonas,Sulfurospirillum,Sutterella,Tannerella,Tepidanaerobacter,Tetragenococcus,Thalassiosira,Thermaerobacter,Thermoanaerobacter,Thermosulfidibacter,Thermovenabulum,Treponema,Tribonema,Turicibacter,Tyzzerella,Variovorax,Veillonella,Vibrio
Enterorhabdus,1.0,1.0,1.0,1.0,0.9398229468625063,1.0,0.9687390488277455,0.0,1.0,1.0,1.0,0.9678613486776101,1.0,0.959625960342806,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.975831352627561,1.0,0.9668839387627145,0.9819824439001774,1.0,0.9956055290319867,1.0,1.0,1.0,0.9840370823515402,0.9409858564046194,1.0,0.5860033181788801,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9773832333938918,0.954985457470802,1.0,1.0,0.9970439665124149,0.9736423988471288,1.0,1.0,1.0,1.0,1.0,0.9799038980838789,1.0,1.0,1.0,0.9999702342584996,1.0,1.0,1.0,1.0,0.9919399310410133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erysipelatoclostridium,1.0,1.0,1.0,1.0,0.9922670991120266,1.0,0.9964997413354071,1.0,1.0,0.9786728925703815,1.0,0.9766722217094498,1.0,0.9759453348471642,1.0,0.9786728925703815,1.0,1.0,1.0,0.9799446891918221,0.9943467416329266,1.0,1.0,1.0,1.0,1.0,0.9765496808931206,1.0,0.9911315975897877,0.9939426379970618,1.0,0.9493642762763298,1.0,1.0,1.0,0.9951155126242289,1.0,1.0,1.0,1.0,0.9124309635735497,0.9879266920597952,1.0,0.9858618935199177,1.0,1.0,1.0,1.0,1.0,1.0,0.945596924503539,0.9617667043831275,0.9891284048381076,1.0,0.9475742438187968,1.0,1.0,1.0,1.0,1.0,1.0,0.9932480240491623,0.9968398613330106,1.0,1.0,0.9499375228362015,1.0,1.0,0.9964997413354071,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escherichia,1.0,1.0,1.0,1.0,0.9398229468625063,1.0,0.9687390488277455,0.0,1.0,1.0,1.0,0.9678613486776101,1.0,0.959625960342806,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.975831352627561,1.0,0.9668839387627145,0.9819824439001774,1.0,0.9956055290319867,1.0,1.0,1.0,0.9840370823515402,0.9409858564046194,1.0,0.5860033181788801,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9773832333938918,0.954985457470802,1.0,1.0,0.9970439665124149,0.9736423988471288,1.0,1.0,1.0,1.0,1.0,0.9799038980838789,1.0,1.0,1.0,0.9999702342584996,1.0,1.0,1.0,1.0,0.9919399310410133,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eubacterium,1.0,1.0,1.0,1.0,0.9643399349101526,0.9764921464687577,0.9728750486558473,0.9793650195399951,1.0,0.9925827364735335,1.0,0.8999400556620685,1.0,0.8809188861841829,0.999607254908918,0.9925827364735335,1.0,1.0,0.9937835320884459,0.9546711502185569,0.9932137362193774,1.0,1.0,0.9999079176991801,0.9987313757098717,0.9961662743797789,0.8733638032278188,0.9907114912908858,0.9447158834833989,0.925326370240422,1.0,0.9125965675120311,0.9916181766843658,1.0,1.0,0.9311526863056162,0.9751121683070523,1.0,0.975926279438529,1.0,0.9990962876900439,0.999690250013694,1.0,0.9731191676386479,1.0,1.0,0.9989385724710568,0.9980393069874944,1.0,1.0,0.8268707150970561,0.89246763567862,0.9945002128097413,1.0,0.8563316287851479,0.9782593107621773,0.9995750487509318,0.9992079711184431,0.9970170765612519,1.0,0.9996498578769345,0.9447726797360468,0.9937064896838976,0.9999528265804051,1.0,0.9060073411146212,1.0,1.0,0.9954069401241392,1.0,0.9919399310410133,0.9793650195399951,0.9707511190979128,0.9793650195399951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faecalibacterium,0.9995775670531857,0.9999151608288893,1.0,1.0,0.9536561680466049,0.9895633062819703,0.9656321773458014,0.9772935113606327,1.0,0.9810682896009627,0.9984782820150419,0.8577151081794917,0.9997116045499119,0.8370208876207796,0.9972224250999807,0.9810682896009627,0.9999986876317088,0.999647488182019,1.0,0.9162778540627651,0.9905954682995317,1.0,0.9997041627225021,0.9969732277470063,0.9975427083756454,0.9948924220746386,0.7742122177481017,0.9904783725155774,0.8946763059288968,0.9168634354683611,0.9985874906491143,0.8041720842700695,0.9944681206111883,1.0,1.0,0.9253289598164429,0.9716375343200874,1.0,0.9730724019891562,0.9994764285246904,0.9986217034905474,0.9962864054019176,0.9998796537726423,0.9556382465570182,1.0,0.9996237356020774,0.9970228201828737,0.9995349272657965,0.9991436036642974,1.0,0.7140157424429163,0.7904351591422949,0.9807043396580012,0.9974247955944716,0.7753377721825598,0.9681670257909458,0.9995349272657965,0.9944640409035057,0.9920970382812436,1.0,0.9982060746126855,0.9001122465439174,0.9877667415476828,0.9991885872322495,0.9997217658294039,0.8125547634560033,0.9999735585598054,0.9988202567877893,0.9742706891382781,1.0,0.9919399310410133,0.9772935113606327,0.9469477553965397,0.9772935113606327,0.8264980627146296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavobacterium,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9982745795650767,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.997380170532305,0.9958672010437478,0.9950922297191135,0.9982781978087721,1.0,1.0,0.9906525923481815,1.0,1.0,1.0,0.999518810919643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994585259579053,0.9922924762895255,1.0,1.0,0.9954202025618804,1.0,1.0,1.0,1.0,1.0,1.0,0.9998673511922451,1.0,1.0,1.0,0.9956801922737899,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9978514066429499,0.9940766412805264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavonifractor,1.0,1.0,1.0,1.0,0.9542538961143612,0.9917898168246604,0.9548033934200808,0.9766621404025063,1.0,1.0,1.0,0.9258963628590732,1.0,0.9372132877645607,0.9938529696801883,1.0,1.0,0.9948326703586702,1.0,0.9770133892244321,0.9974905962966218,1.0,1.0,1.0,0.9781755829379366,0.9860022602910125,0.9413935326831233,1.0,0.9687322710363864,0.9726811731451114,1.0,0.9672148188255182,0.9813873965072551,1.0,1.0,0.9482704535404323,0.9766621404025063,1.0,0.9541111992818335,1.0,1.0,1.0,1.0,0.974131953885647,1.0,1.0,0.9981444960205542,1.0,1.0,1.0,0.9162082154349086,0.9273249634717534,1.0,1.0,0.9390374620496243,0.9723825703615901,1.0,0.998697725611752,0.9854649857685338,1.0,1.0,0.9563301890418556,1.0,1.0,1.0,0.9669340250910405,1.0,1.0,0.9868484033069458,1.0,0.9919399310410133,0.9766621404025063,1.0,0.9766621404025063,0.9163463088959358,0.9114124546791962,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fusicatenibacter,1.0,1.0,1.0,1.0,1.0,1.0,0.9913803980059629,1.0,1.0,0.9820327771247517,1.0,0.9851048864875704,1.0,0.978628081294239,1.0,0.9820327771247517,1.0,1.0,1.0,0.9097367720353361,0.9959283783147751,1.0,1.0,1.0,1.0,1.0,0.9635777409699084,0.998105333826613,0.9857867055262513,0.9821016597309511,1.0,0.9248800797895833,1.0,1.0,1.0,0.9908829922643835,0.9951804319681882,1.0,0.9951804319681882,1.0,1.0,1.0,1.0,0.9634260588045737,1.0,0.9994552913820497,0.9955502570417337,0.9997636226907136,1.0,1.0,0.9505191574689456,0.9658920084769209,0.9913721388572945,1.0,0.9453133054809535,1.0,0.9997636226907136,1.0,0.9921202962000936,1.0,0.9994328680520798,0.9849329280254279,1.0,1.0,1.0,0.9670742472782969,1.0,0.9982073177879143,1.0,1.0,1.0,1.0,0.9654389416808852,1.0,0.9664854653186989,0.8893375146590287,1.0,0.9921202962000936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fusobacterium,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998788129347004,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gemella,1.0,1.0,1.0,1.0,0.7895085098143894,1.0,0.9687390488277455,0.8678795899588488,1.0,1.0,1.0,0.8886233516127654,1.0,0.9494156725558014,1.0,1.0,1.0,1.0,1.0,0.9553122243763839,0.9987445356521643,1.0,1.0,1.0,1.0,1.0,0.9593440838832377,1.0,0.9590060782119741,0.9801907789524398,1.0,0.9308205644248847,0.9876136669056841,1.0,1.0,0.9759951304774631,0.9409858564046193,1.0,0.8678795899588488,1.0,1.0,1.0,1.0,0.993312035429565,1.0,1.0,1.0,1.0,1.0,1.0,0.9416936059380004,0.860159680636254,1.0,1.0,0.9897279405755239,0.9736423988471288,1.0,1.0,1.0,1.0,1.0,0.9792552775033566,1.0,1.0,1.0,0.9726472127619509,1.0,1.0,1.0,1.0,0.9919399310410133,0.8678795899588488,0.9848221929406091,0.8678795899588488,0.9574308165277582,0.9174218693008603,1.0,0.9407007095107901,0.9553122243763839,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geobacter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992090469862963,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992726041352288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9986842381927796,1.0,1.0,1.0,0.9996705312779711,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992206376319249,1.0,1.0,0.983470518551697,1.0,1.0,1.0,1.0,1.0,0.9996623958811405,0.9966147575167451,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gordonibacter,1.0,1.0,1.0,1.0,0.9689519495576959,1.0,0.991999029879215,0.991999029879215,1.0,1.0,1.0,0.9882701758493978,1.0,0.9907214681633808,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.991961003219504,1.0,0.990372475365131,0.991999029879215,1.0,0.9956055290319867,1.0,1.0,1.0,0.9898577171048238,0.991999029879215,1.0,0.991999029879215,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9915840848708491,0.9844914439185825,1.0,1.0,0.9970439665124149,0.991999029879215,1.0,1.0,1.0,1.0,1.0,0.982735638247673,1.0,1.0,1.0,0.9999702342584996,1.0,1.0,0.9433688000958336,1.0,0.991999029879215,0.991999029879215,1.0,0.991999029879215,0.9919332211805024,0.9886195889033158,1.0,0.991999029879215,1.0,1.0,0.991999029879215,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Granulicatella,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999122152854842,1.0,0.998731871775738,1.0,1.0,0.999805114075954,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998926194095206,0.9995964888742306,1.0,1.0,0.9991385440789025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998970415208376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996227883029076,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Granulicella,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999077521140891,1.0,1.0,1.0,1.0,0.9999674563877929,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999338031948019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993630727688358,1.0,1.0,0.9999690741123846,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999597917533819,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halomonas,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.997521365501367,1.0,1.0,0.9984253602646451,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9955195454259785,1.0,1.0,1.0,0.9969575034394624,0.11231819767301643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994436917520229,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9953999698817634,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halopiger,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997103434879372,1.0,1.0,1.0,1.0,1.0,0.9189513993823692,1.0,1.0,1.0,1.0,1.0,1.0,0.9988930710273711,1.0,0.997270066033952,1.0,1.0,0.953243940882957,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9837406143550552,0.9926621201947723,1.0,1.0,0.9963241491656348,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9926101258780453,1.0,1.0,1.0,1.0,1.0,1.0,0.9848221929406091,1.0,0.9913493024880411,0.955112507288784,1.0,1.0,0.582071532719507,1.0,0.9553122243763839,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herbinix,1.0,1.0,1.0,1.0,0.9398229468625063,1.0,0.9687390488277455,0.11005742618254855,1.0,1.0,1.0,0.9641704610419379,1.0,0.9580215779914757,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9733497764873527,1.0,0.9654262489986489,0.9819824439001774,1.0,0.9886704998568528,1.0,1.0,1.0,0.9838328108993086,0.9409858564046194,1.0,0.5860033181788801,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9724813046560081,0.9401009583494069,1.0,1.0,0.994838918630532,0.9736423988471288,1.0,1.0,1.0,1.0,1.0,0.9763293264642351,1.0,1.0,1.0,0.9847738479898805,1.0,1.0,1.0,1.0,0.9919399310410133,0.11005742618254855,0.9880903536330037,0.11005742618254855,0.9782287641438319,0.9758624013561876,1.0,0.9766621404025063,1.0,1.0,0.8678795899588488,1.0,0.991999029879215,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holdemanella,1.0,1.0,1.0,1.0,0.9203998148985899,1.0,0.9643106936283655,0.854863026408741,1.0,1.0,1.0,0.8988997026812651,1.0,0.9179691612484937,0.9958884866802681,1.0,1.0,1.0,1.0,0.9606207348334155,0.9982386794374223,1.0,1.0,0.9954598599148283,1.0,0.997380170532305,0.9312359890465214,0.985342919257157,0.937013708416687,0.9713272987953144,1.0,0.9557017205682896,0.91753381384655,1.0,1.0,0.9528328380238964,0.9409858564046194,1.0,0.854863026408741,1.0,0.9985894439032503,1.0,1.0,0.9957364428953808,1.0,1.0,0.9981444960205542,1.0,1.0,1.0,0.9311973182214184,0.8856849147128253,0.9655459092048073,1.0,0.9547894908533296,0.9693374814685718,1.0,1.0,1.0,1.0,1.0,0.9611401896051686,0.9886929354056856,1.0,1.0,0.9592185344527183,1.0,1.0,0.9893454906360091,1.0,0.9919399310410133,0.854863026408741,0.9797617314782484,0.854863026408741,0.9313528955565593,0.8724755576843667,0.9714867369442074,0.9390822819860305,1.0,1.0,0.8519780459861266,1.0,0.9854580567315581,1.0,1.0,1.0,1.0,0.8548630264087409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holdemania,1.0,1.0,1.0,1.0,0.9953744243271475,1.0,0.988168762966599,0.9953744243271475,1.0,1.0,1.0,0.9942432578629207,1.0,0.9931354460840628,1.0,1.0,1.0,1.0,1.0,0.9961250884503735,1.0,1.0,1.0,1.0,1.0,1.0,0.9911873912532003,1.0,0.9934364111680645,0.9910756241221632,1.0,0.9955555918922576,1.0,1.0,1.0,0.9914635123789101,0.9953744243271475,1.0,0.9953744243271475,1.0,1.0,1.0,1.0,0.9961250884503735,1.0,1.0,1.0,1.0,1.0,1.0,0.9845116100052761,0.9920481874012073,1.0,1.0,0.9923310057859306,0.9953744243271475,1.0,1.0,0.9961250884503735,1.0,1.0,0.9852436263888449,1.0,1.0,1.0,0.9959757220938237,1.0,1.0,1.0,1.0,0.9953744243271475,0.9953744243271475,1.0,0.9953744243271475,0.9922244319406918,0.9826806265638485,1.0,0.9914635123789101,0.9889302298799963,1.0,0.9953744243271475,1.0,0.9953744243271475,1.0,1.0,1.0,1.0,0.9953744243271475,0.9953744243271475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungatella,1.0,1.0,1.0,1.0,0.94537631324666,1.0,0.9694866875273803,0.9704413483999464,1.0,1.0,1.0,0.9228362390208957,1.0,0.9547090782996995,1.0,1.0,1.0,1.0,1.0,0.9984376285818652,0.9971717656283715,1.0,1.0,1.0,1.0,0.9968067788828616,0.944525896522104,1.0,0.965535861212705,0.966986614964583,1.0,0.9573168146355434,1.0,1.0,1.0,0.9777622423025608,0.9704413483999464,1.0,0.9704413483999464,1.0,1.0,1.0,1.0,0.993312035429565,1.0,1.0,0.9015872142438646,1.0,1.0,1.0,0.9511027280135207,0.9316096313163945,0.9943227364038872,0.9991025662553874,0.9596830606198382,0.9736423988471288,1.0,1.0,1.0,1.0,1.0,0.9392017746562734,1.0,0.9934758486245729,1.0,0.9826818939584103,1.0,1.0,1.0,1.0,0.9919399310410133,0.9704413483999464,0.9943227364038872,0.9704413483999464,0.965612083074898,0.9468000453320847,1.0,0.9542538961143612,0.99530108485631,1.0,0.94537631324666,1.0,0.991999029879215,1.0,1.0,1.0,1.0,0.964132168320037,0.9527762321956275,0.9953744243271475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenobacter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993987782659454,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995717639745939,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999677794810014,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998618233389678,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intestinibacter,1.0,1.0,1.0,1.0,0.9398229468625063,1.0,0.9687390488277455,0.7629575007118503,1.0,1.0,1.0,0.9678613486776101,1.0,0.959625960342806,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9757392731649502,1.0,0.9655303721483689,0.9819824439001774,1.0,0.9954089263349803,1.0,1.0,1.0,0.9840370823515402,0.9409858564046194,1.0,0.7629575007118503,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9772709404000726,0.9545447929651549,1.0,1.0,0.9961774078720133,0.9736423988471288,1.0,1.0,1.0,1.0,1.0,0.9799038980838789,1.0,1.0,1.0,0.9998672696496596,1.0,1.0,1.0,1.0,0.9919399310410133,0.7629575007118503,1.0,0.7629575007118503,0.9793650195399951,0.9768989714934647,1.0,0.9766621404025063,1.0,1.0,0.8678795899588488,1.0,0.991999029879215,0.8357398737482478,1.0,1.0,1.0,0.7629575007118503,0.8548630264087409,0.9953744243271475,0.9704413483999464,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
