,Acetivibrio,Acetoanaerobium,Acidaminococcus,Acidimicrobium,Acidobacterium,Aciduliprofundum,Actinomyces,Acyrthosiphon,Adlercreutzia,Aerococcus,Afipia,Akkermansia,Alistipes,Alkaliphilus,Alloprevotella,Amycolatopsis,Anaerobium,Anaerococcus,Anaerofustis,Anaeroglobus,Anaerosporomusa,Anaerostipes,Anaerotruncus,Anaerovibrio,Arcobacter,Ascaris,Asticcacaulis,Atopobium,Azospirillum,Bacillus,Bacteroides,Barnesiella,Bifidobacterium,Bilophila,Blastopirellula,Blautia,Brachyspira,Brenneria,Burkholderia,Butyricicoccus,Butyrivibrio,Camponotus,Campylobacter,Candidatus Adiutrix,Candidatus Izimaplasma,Candidatus Solibacter,Capnocytophaga,Catabacter,Catenibacterium,Catonella,Cecembia,Cellulosilyticum,Chryseobacterium,Cloacibacillus,Clostridium,Collinsella,Coprobacillus,Coprobacter,Coprococcus,Corallococcus,Corynebacterium,Cryptobacterium,Dehalobacter,Desulfitobacterium,Desulfosporosinus,Desulfovibrio,Devosia,Dialister,Dietzia,Dorea,Dyadobacter,Dysgonomonas,Eggerthella,Enterobacter,Enterococcus,Enterorhabdus,Erysipelatoclostridium,Ethanoligenens,Eubacterium,Faecalibacterium,Flavobacterium,Flavonifractor,Fusicatenibacter,Fusobacterium,Gemella,Gemmatimonas,Geobacter,Gordonibacter,Granulicatella,Granulicella,Halomonas,Halopiger,Helicobacter,Herbinix,Holdemanella,Holdemania,Hungatella,Hymenobacter,Hyphomicrobium,Intestinibacter,Johnsonella,Kandleria,Klebsiella,Kocuria,Lachnoanaerobaculum,Lachnoclostridium,Lachnospira,Lactobacillus,Lactococcus,Leptolyngbya,Macellibacteroides,Magnetospira,Mannheimia,Marvinbryantia,Megamonas,Megasphaera,Mesorhizobium,Methanobrevibacter,Methanomassiliicoccus,Mitsuokella,Mogibacterium,Moorella,Mycobacterium,Mycoplasma,Naegleria,Niabella,Nitrosopumilus,Nitrospira,Odoribacter,Olsenella,Oreochromis,Oribacterium,Ornithobacterium,Oryza,Oscillibacter,Ostreococcus,Oxalobacter,Paenibacillus,Paludibacter,Parabacteroides,Paraprevotella,Parasutterella,Parvimonas,Pedobacter,Peptoanaerobacter,Peptoclostridium,Peptoniphilus,Peptostreptococcus,Phascolarctobacterium,Pirellula,Planktothrix,Pleurocapsa,Polaromonas,Porphyromonas,Prevotella,Proteiniphilum,Proteus,Providencia,Pseudarthrobacter,Pseudobacteroides,Pseudoflavonifractor,Pseudoramibacter,Pseudoxanthomonas,Pyramidobacter,Rhizobium,Rhodobacter,Robinsoniella,Roseburia,Roseiflexus,Roseivirga,Roseovarius,Ruminiclostridium,Ruminococcus,Ruthenibacterium,Sanguibacteroides,Schistocephalus,Sediminicola,Shuttleworthia,Simiduia,Sinorhizobium,Slackia,Smithella,Solobacterium,Sporolactobacillus,Staphylococcus,Stegodyphus,Stenotrophomonas,Stigmatella,Stomatobaculum,Streptococcus,Streptomyces,Subdoligranulum,Succinatimonas,Sulfurospirillum,Sutterella,Tannerella,Terrisporobacter,Tetragenococcus,Thalassiosira,Thermaerobacter,Thermoanaerobacter,Thermosulfidibacter,Thermovenabulum,Treponema,Turicibacter,Tyzzerella,Varibaculum,Variovorax,Veillonella,Vibrio,Waddlia,Weeksella
Pseudobacteroides,1.0,1.0,1.0,1.0,1.0,1.0,0.9969890591885395,1.0,0.99681693926681,1.0,1.0,0.997443409837695,0.9909424175757229,1.0,1.0,1.0,1.0,0.2784224356440248,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.990774434888411,1.0,0.9865334248596825,0.9950137654741251,1.0,0.9475662462487306,1.0,1.0,1.0,0.9952300280917169,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6139615328190993,1.0,1.0,0.9851234268414961,0.9900090594128896,1.0,1.0,0.997129234419155,1.0,1.0,1.0,1.0,1.0,1.0,0.9851078167274531,1.0,1.0,1.0,0.9963139200909152,1.0,1.0,0.6828109448064752,1.0,1.0,1.0,1.0,1.0,0.9999012907202682,0.9872675585824937,1.0,0.9974293462774897,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9951516477678882,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9914220934807229,1.0,1.0,0.8229230194758523,1.0,1.0,0.9876396068460062,1.0,1.0,1.0,1.0,0.9945360606890112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9982935286490775,1.0,1.0,1.0,1.0,1.0,0.9912874286642156,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudoflavonifractor,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.992991812464643,1.0,1.0,1.0,0.995231040227828,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9880937340706293,1.0,1.0,1.0,1.0,0.9475566685570223,1.0,1.0,0.9970450415177663,0.9955621944398487,0.9925152887060755,0.9988328495274534,1.0,0.9969592929843911,1.0,1.0,1.0,0.9976930423324133,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9947038163998737,1.0,1.0,1.0,1.0,1.0,0.9865353349165142,0.9951943423892847,1.0,1.0,0.9917397442108989,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.980673930900231,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999449852340347,0.9936763274633962,1.0,0.9972770107114318,0.9795046616194545,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9106608754429176,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9897756037223921,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9855645547980904,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9969029855186029,1.0,1.0,1.0,1.0,1.0,0.9977978508403441,1.0,1.0,1.0,1.0,0.9854807325396675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9991579896244619,1.0,1.0,1.0,1.0,1.0,0.9994353666719837,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudoramibacter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9772004596765546,0.9834367560580275,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9967115701939709,1.0,0.9963540665396337,0.961557269131167,1.0,0.992374224445393,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9832536676090107,0.9957568613965957,1.0,1.0,0.9949145924040238,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9741894006903877,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7299636954108035,0.9920442734775383,1.0,0.9751898094439531,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994333376309122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9802150232636907,1.0,1.0,1.0,1.0,1.0,0.9974738806427139,1.0,1.0,1.0,1.0,0.9998555061394294,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9953839070014747,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudoxanthomonas,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9991355967303688,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9977193753162856,1.0,0.9862647290301523,1.0,1.0,0.9960564567870978,1.0,1.0,1.0,0.9965604059384598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9979169508504449,0.9980034732969152,1.0,1.0,0.9980967452004363,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9929943258389226,1.0,0.7258495756965164,1.0,1.0,1.0,1.0,1.0,1.0,0.9997923994417754,0.9983803161551408,1.0,1.0,0.9962520609253509,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9983517944291435,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.998838099996413,1.0,1.0,1.0,0.8766723259762309,0.9995975320494016,0.9694282878394879,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9648624043360947,0.9989385970779292,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyramidobacter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999564200508937,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhizobium,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.986207846265846,1.0,1.0,0.9970594025072891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9934480910233751,0.9999847536467072,1.0,1.0,0.9986719911763033,0.2676048231603787,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998040335586909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9946824508602086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.708881397757067,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999526997772988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhodobacter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6367589709059283,1.0,0.9983052328586597,0.9975798393993605,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9964325498955819,1.0,0.997912797513715,0.9989053245486398,1.0,0.9993924365440365,1.0,1.0,1.0,0.9997097507325019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994932631094129,0.997826904900004,1.0,1.0,0.999138118575353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995288162372634,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9972241127577353,0.9971834356905156,1.0,1.0,0.9939721788275157,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9700142414603566,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9920152003186478,1.0,1.0,1.0,1.0,0.9999496756913393,1.0,1.0,1.0,1.0,0.9999001461430029,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9977459804708395,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinsoniella,1.0,1.0,1.0,1.0,1.0,1.0,0.9761663921837278,1.0,1.0,1.0,1.0,0.9710394908198443,0.9864644915601298,1.0,1.0,1.0,1.0,1.0,0.978783170032444,1.0,1.0,1.0,1.0,0.982549656095411,1.0,1.0,1.0,1.0,1.0,1.0,0.9838565287485858,1.0,0.979191137708927,0.9922458401155422,1.0,0.9950536198592667,1.0,1.0,1.0,0.9977471921842983,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9638089992791357,1.0,1.0,1.0,1.0,1.0,0.9767679730017756,0.9651117960705416,1.0,1.0,0.986610603969182,0.9956252717238634,1.0,1.0,1.0,1.0,1.0,0.9825496560954109,1.0,1.0,1.0,0.9987128558906632,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9702054686378179,0.9616506132531296,1.0,0.9904472389280647,1.0,1.0,0.978783170032444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.982549656095411,1.0,0.9922137531096116,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9876777355253484,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9968870149000374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9953058489034462,1.0,1.0,1.0,1.0,1.0,0.9801708092787866,0.978783170032444,1.0,1.0,1.0,0.9927023156308409,0.9987261952022295,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9828953380160182,1.0,1.0,1.0,1.0,0.9767883064409237,0.9794390582109526,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roseburia,1.0,1.0,0.9992687290490364,0.9993808323382425,1.0,1.0,0.9743695842324729,0.9242595783498155,0.9730690159501011,0.9897461425516495,0.9723864004882694,0.9311570364547566,0.923409139127691,1.0,1.0,0.9723864004882694,0.9961521128176029,0.9617570290457368,0.9948263022417358,1.0,0.9991062523403705,0.8761748422328034,0.9869100497612179,0.9952544987758812,1.0,1.0,1.0,0.9990688425980196,1.0,0.9994847333944419,0.9087613420714842,0.9968454291675259,0.9077240486534341,0.9503945835736992,0.9999290167361895,0.8639347679101264,0.9923871865259692,1.0,1.0,0.9128447923629673,0.9914693462247909,1.0,0.9889686582719399,0.9621979208853808,1.0,0.9885688499624288,1.0,0.9995443067665798,0.9361778998201805,1.0,0.9998510550711924,0.9621979208853808,0.9986295837429775,1.0,0.8605456891797576,0.9019250242228585,0.9964979391460573,1.0,0.8411138944089134,0.9804030575210854,1.0,0.9925512483771863,0.9661616969986249,1.0,1.0,0.9431271138645758,1.0,0.9944513240056476,0.9925512483771863,0.93406877553554,1.0,0.9994226342080892,0.9615028373184218,1.0,0.9897461425516495,0.9897461425516495,0.9868395279438041,0.9967288823647209,0.9588907904780588,0.7932765598163245,0.9747178282202511,0.940931281017042,0.9167642757657206,1.0,1.0,0.9747178282202511,1.0,0.9897461425516495,1.0,1.0,0.9951911804228888,1.0,1.0,0.9897461425516495,0.9841134727736084,0.9698910220779332,0.9828488541590239,1.0,1.0,0.9897461425516495,0.9999040187760244,1.0,1.0,1.0,1.0,0.8814840941371357,0.9878130438117565,0.9742355624248472,0.9897461425516495,1.0,1.0,1.0,0.9242595783498155,0.9679248753327672,1.0,0.9911603261051054,0.9995443067665798,0.9970160532518996,1.0,1.0,0.9897461425516495,0.9995443067665798,0.9897461425516495,0.9971504898398101,1.0,1.0,0.9723864004882694,1.0,0.9231793588380823,1.0,1.0,0.9503222343583515,0.9995960057738815,0.9993808323382425,0.8510243467447134,1.0,1.0,1.0,0.9994226342080892,0.9579552840468527,0.9874059620725468,1.0,1.0,1.0,0.9999290167361895,0.9897461425516495,1.0,0.991124775621745,0.9671884295272697,1.0,1.0,0.9661616969986249,1.0,0.9961745439858664,0.9345706277145324,1.0,1.0,1.0,1.0,0.9621979208853808,0.9991511640856949,0.9976877588414023,0.9982110783525681,1.0,0.9952628378221745,1.0,0.993906546114197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roseiflexus,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9980251002081028,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7605849830036604,0.9956832865513358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9946720592422692,1.0,1.0,0.9951995128082398,1.0,0.9997045457029081,1.0,1.0,1.0,0.9872314114962839,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9287338527462087,1.0,1.0,1.0,1.0,1.0,0.9801248214203265,0.9879981886400592,1.0,1.0,0.9648085795962816,1.0,1.0,1.0,0.0,1.0,1.0,0.954306953760131,1.0,1.0,1.0,0.9862601765645302,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9980715183426527,0.9667777359315972,1.0,0.993822560296764,0.9490971619645556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9838063243263292,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9635811610493379,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.998877112947141,1.0,1.0,1.0,1.0,1.0,0.9753916023396031,1.0,1.0,1.0,1.0,0.9837029260721887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.984371657036484,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9661616969986249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roseivirga,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999725867830047,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998695089046489,1.0,1.0,1.0,1.0,0.999582552386501,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998225828625542,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roseovarius,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999665953977415,1.0,1.0,1.0,1.0,0.9994742001023573,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999885817469126,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999342540574759,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruminiclostridium,1.0,1.0,0.9821800189204465,1.0,1.0,1.0,0.9892420512881267,1.0,0.9771740557451524,1.0,1.0,0.9860225825450607,0.9728820539311976,1.0,1.0,1.0,0.9960255830072376,1.0,1.0,1.0,1.0,0.9424274527602426,0.9944175730121116,0.9662796152310643,1.0,1.0,1.0,1.0,1.0,1.0,0.965612944846222,0.9863503647954305,0.9512662951655866,0.9727511084215439,1.0,0.9767503697936009,1.0,1.0,1.0,0.980699540693239,0.9980681068814407,1.0,1.0,1.0,1.0,1.0,1.0,0.9999039024761743,0.8688243349686324,1.0,1.0,1.0,1.0,1.0,0.9364061368853528,0.9447100893099617,0.9951067934268857,1.0,0.9205679326545,0.9956252717238634,1.0,1.0,0.9424274527602426,1.0,1.0,0.9334109466653808,1.0,0.9960255830072376,1.0,0.938005928461545,1.0,0.9998629301160166,0.9821800189204465,1.0,1.0,1.0,1.0,1.0,0.9875889514373444,0.9070254332537854,0.9933953021832298,0.9681772974024472,0.9365703238469713,1.0,1.0,0.9933953021832298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9873208418164056,0.9656813119120944,0.9838063243263292,0.9928284340972295,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9364854044805287,1.0,0.9957734048895696,1.0,1.0,1.0,1.0,1.0,0.9960255830072376,1.0,1.0,0.9999039024761743,0.9968870149000374,1.0,1.0,1.0,0.9999039024761743,1.0,0.9956764932790367,1.0,1.0,1.0,1.0,0.9646361512776394,1.0,1.0,1.0,1.0,1.0,0.934758425240741,1.0,1.0,1.0,0.9998629301160166,0.9715980425748072,0.9985887758712942,0.9751627270084448,1.0,1.0,1.0,1.0,1.0,1.0,0.9780315374299053,1.0,1.0,0.9424274527602426,1.0,0.9980872436523575,0.9785269591160172,1.0,1.0,1.0,1.0,1.0,0.9936265788327647,0.999472972429703,0.9998629301160166,1.0,1.0,1.0,0.9776800526534223,0.8740756859917022,0.9424274527602426,0.9998818702485652,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
